order_id,order_details_id,item_id,quantity,order_date_id,order_date,order_date_day,order_date_month,order_date_year,order_date_week,order_date_quarter,order_time_id,order_time,order_time_hour,order_time_minute,order_time_second,order_time_am_pm,order_date_day_name,order_date_weekflag,order_eat_time
17,10,131,1,20230101,2023-01-01,1,1,2023,52,1,135300,13:53:00,13,53,0,PM,Sunday,Weekend,Lunch
18,1,111,1,20230101,2023-01-01,1,1,2023,52,1,135708,13:57:08,13,57,8,PM,Sunday,Weekend,Lunch
19,1,110,1,20230101,2023-01-01,1,1,2023,52,1,135909,13:59:09,13,59,9,PM,Sunday,Weekend,Lunch
19,2,120,1,20230101,2023-01-01,1,1,2023,52,1,135909,13:59:09,13,59,9,PM,Sunday,Weekend,Lunch
20,1,107,1,20230101,2023-01-01,1,1,2023,52,1,140308,14:03:08,14,3,8,PM,Sunday,Weekend,Afternoon Snack
20,2,124,1,20230101,2023-01-01,1,1,2023,52,1,140308,14:03:08,14,3,8,PM,Sunday,Weekend,Afternoon Snack
21,1,110,1,20230101,2023-01-01,1,1,2023,52,1,141429,14:14:29,14,14,29,PM,Sunday,Weekend,Afternoon Snack
22,1,105,1,20230101,2023-01-01,1,1,2023,52,1,141626,14:16:26,14,16,26,PM,Sunday,Weekend,Afternoon Snack
22,2,110,1,20230101,2023-01-01,1,1,2023,52,1,141626,14:16:26,14,16,26,PM,Sunday,Weekend,Afternoon Snack
22,3,124,1,20230101,2023-01-01,1,1,2023,52,1,141626,14:16:26,14,16,26,PM,Sunday,Weekend,Afternoon Snack
23,1,105,1,20230101,2023-01-01,1,1,2023,52,1,141903,14:19:03,14,19,3,PM,Sunday,Weekend,Afternoon Snack
24,1,101,1,20230101,2023-01-01,1,1,2023,52,1,142301,14:23:01,14,23,1,PM,Sunday,Weekend,Afternoon Snack
24,2,110,1,20230101,2023-01-01,1,1,2023,52,1,142301,14:23:01,14,23,1,PM,Sunday,Weekend,Afternoon Snack
24,3,113,1,20230101,2023-01-01,1,1,2023,52,1,142301,14:23:01,14,23,1,PM,Sunday,Weekend,Afternoon Snack
24,4,119,1,20230101,2023-01-01,1,1,2023,52,1,142301,14:23:01,14,23,1,PM,Sunday,Weekend,Afternoon Snack
25,1,106,1,20230101,2023-01-01,1,1,2023,52,1,144444,14:44:44,14,44,44,PM,Sunday,Weekend,Afternoon Snack
25,2,120,1,20230101,2023-01-01,1,1,2023,52,1,144444,14:44:44,14,44,44,PM,Sunday,Weekend,Afternoon Snack
26,1,108,1,20230101,2023-01-01,1,1,2023,52,1,145426,14:54:26,14,54,26,PM,Sunday,Weekend,Afternoon Snack
26,2,132,1,20230101,2023-01-01,1,1,2023,52,1,145426,14:54:26,14,54,26,PM,Sunday,Weekend,Afternoon Snack
27,1,101,1,20230101,2023-01-01,1,1,2023,52,1,151117,15:11:17,15,11,17,PM,Sunday,Weekend,Afternoon Snack
27,2,108,1,20230101,2023-01-01,1,1,2023,52,1,151117,15:11:17,15,11,17,PM,Sunday,Weekend,Afternoon Snack
27,3,131,1,20230101,2023-01-01,1,1,2023,52,1,151117,15:11:17,15,11,17,PM,Sunday,Weekend,Afternoon Snack
28,1,103,1,20230101,2023-01-01,1,1,2023,52,1,153546,15:35:46,15,35,46,PM,Sunday,Weekend,Afternoon Snack
29,1,126,1,20230101,2023-01-01,1,1,2023,52,1,154101,15:41:01,15,41,1,PM,Sunday,Weekend,Afternoon Snack
30,1,106,1,20230101,2023-01-01,1,1,2023,52,1,154125,15:41:25,15,41,25,PM,Sunday,Weekend,Afternoon Snack
31,1,113,1,20230101,2023-01-01,1,1,2023,52,1,155018,15:50:18,15,50,18,PM,Sunday,Weekend,Afternoon Snack
31,2,129,1,20230101,2023-01-01,1,1,2023,52,1,155018,15:50:18,15,50,18,PM,Sunday,Weekend,Afternoon Snack
32,1,107,1,20230101,2023-01-01,1,1,2023,52,1,155318,15:53:18,15,53,18,PM,Sunday,Weekend,Afternoon Snack
32,2,110,1,20230101,2023-01-01,1,1,2023,52,1,155318,15:53:18,15,53,18,PM,Sunday,Weekend,Afternoon Snack
32,3,117,1,20230101,2023-01-01,1,1,2023,52,1,155318,15:53:18,15,53,18,PM,Sunday,Weekend,Afternoon Snack
32,4,126,1,20230101,2023-01-01,1,1,2023,52,1,155318,15:53:18,15,53,18,PM,Sunday,Weekend,Afternoon Snack
33,1,101,1,20230101,2023-01-01,1,1,2023,52,1,155408,15:54:08,15,54,8,PM,Sunday,Weekend,Afternoon Snack
33,2,126,1,20230101,2023-01-01,1,1,2023,52,1,155408,15:54:08,15,54,8,PM,Sunday,Weekend,Afternoon Snack
34,1,114,1,20230101,2023-01-01,1,1,2023,52,1,162121,16:21:21,16,21,21,PM,Sunday,Weekend,Afternoon Snack
35,1,106,1,20230101,2023-01-01,1,1,2023,52,1,163204,16:32:04,16,32,4,PM,Sunday,Weekend,Afternoon Snack
35,2,112,1,20230101,2023-01-01,1,1,2023,52,1,163204,16:32:04,16,32,4,PM,Sunday,Weekend,Afternoon Snack
35,3,113,1,20230101,2023-01-01,1,1,2023,52,1,163204,16:32:04,16,32,4,PM,Sunday,Weekend,Afternoon Snack
35,4,126,1,20230101,2023-01-01,1,1,2023,52,1,163204,16:32:04,16,32,4,PM,Sunday,Weekend,Afternoon Snack
36,1,101,1,20230101,2023-01-01,1,1,2023,52,1,165409,16:54:09,16,54,9,PM,Sunday,Weekend,Afternoon Snack
36,2,108,1,20230101,2023-01-01,1,1,2023,52,1,165409,16:54:09,16,54,9,PM,Sunday,Weekend,Afternoon Snack
37,1,117,1,20230101,2023-01-01,1,1,2023,52,1,165609,16:56:09,16,56,9,PM,Sunday,Weekend,Afternoon Snack
37,2,129,1,20230101,2023-01-01,1,1,2023,52,1,165609,16:56:09,16,56,9,PM,Sunday,Weekend,Afternoon Snack
38,1,109,1,20230101,2023-01-01,1,1,2023,52,1,170300,17:03:00,17,3,0,PM,Sunday,Weekend,Afternoon Snack
38,2,110,1,20230101,2023-01-01,1,1,2023,52,1,170300,17:03:00,17,3,0,PM,Sunday,Weekend,Afternoon Snack
39,1,117,1,20230101,2023-01-01,1,1,2023,52,1,170723,17:07:23,17,7,23,PM,Sunday,Weekend,Afternoon Snack
40,1,105,1,20230101,2023-01-01,1,1,2023,52,1,171436,17:14:36,17,14,36,PM,Sunday,Weekend,Afternoon Snack
40,2,125,1,20230101,2023-01-01,1,1,2023,52,1,171436,17:14:36,17,14,36,PM,Sunday,Weekend,Afternoon Snack
41,1,125,1,20230101,2023-01-01,1,1,2023,52,1,171520,17:15:20,17,15,20,PM,Sunday,Weekend,Afternoon Snack
41,2,126,1,20230101,2023-01-01,1,1,2023,52,1,171520,17:15:20,17,15,20,PM,Sunday,Weekend,Afternoon Snack
42,1,107,1,20230101,2023-01-01,1,1,2023,52,1,172809,17:28:09,17,28,9,PM,Sunday,Weekend,Afternoon Snack
42,2,118,1,20230101,2023-01-01,1,1,2023,52,1,172809,17:28:09,17,28,9,PM,Sunday,Weekend,Afternoon Snack
42,3,124,1,20230101,2023-01-01,1,1,2023,52,1,172809,17:28:09,17,28,9,PM,Sunday,Weekend,Afternoon Snack
42,4,129,1,20230101,2023-01-01,1,1,2023,52,1,172809,17:28:09,17,28,9,PM,Sunday,Weekend,Afternoon Snack
43,1,103,1,20230101,2023-01-01,1,1,2023,52,1,173834,17:38:34,17,38,34,PM,Sunday,Weekend,Afternoon Snack
43,2,117,1,20230101,2023-01-01,1,1,2023,52,1,173834,17:38:34,17,38,34,PM,Sunday,Weekend,Afternoon Snack
43,3,118,1,20230101,2023-01-01,1,1,2023,52,1,173834,17:38:34,17,38,34,PM,Sunday,Weekend,Afternoon Snack
44,1,130,1,20230101,2023-01-01,1,1,2023,52,1,175420,17:54:20,17,54,20,PM,Sunday,Weekend,Afternoon Snack
45,1,106,1,20230101,2023-01-01,1,1,2023,52,1,175548,17:55:48,17,55,48,PM,Sunday,Weekend,Afternoon Snack
45,2,109,1,20230101,2023-01-01,1,1,2023,52,1,175548,17:55:48,17,55,48,PM,Sunday,Weekend,Afternoon Snack
45,3,125,1,20230101,2023-01-01,1,1,2023,52,1,175548,17:55:48,17,55,48,PM,Sunday,Weekend,Afternoon Snack
46,1,104,1,20230101,2023-01-01,1,1,2023,52,1,182551,18:25:51,18,25,51,PM,Sunday,Weekend,Dinner
46,2,106,1,20230101,2023-01-01,1,1,2023,52,1,182551,18:25:51,18,25,51,PM,Sunday,Weekend,Dinner
46,3,108,1,20230101,2023-01-01,1,1,2023,52,1,182551,18:25:51,18,25,51,PM,Sunday,Weekend,Dinner
47,1,105,1,20230101,2023-01-01,1,1,2023,52,1,182634,18:26:34,18,26,34,PM,Sunday,Weekend,Dinner
47,2,132,1,20230101,2023-01-01,1,1,2023,52,1,182634,18:26:34,18,26,34,PM,Sunday,Weekend,Dinner
48,1,104,1,20230101,2023-01-01,1,1,2023,52,1,182642,18:26:42,18,26,42,PM,Sunday,Weekend,Dinner
48,2,119,1,20230101,2023-01-01,1,1,2023,52,1,182642,18:26:42,18,26,42,PM,Sunday,Weekend,Dinner
48,3,122,1,20230101,2023-01-01,1,1,2023,52,1,182642,18:26:42,18,26,42,PM,Sunday,Weekend,Dinner
48,4,126,1,20230101,2023-01-01,1,1,2023,52,1,182642,18:26:42,18,26,42,PM,Sunday,Weekend,Dinner
49,1,120,1,20230101,2023-01-01,1,1,2023,52,1,183300,18:33:00,18,33,0,PM,Sunday,Weekend,Dinner
51,1,101,1,20230101,2023-01-01,1,1,2023,52,1,184828,18:48:28,18,48,28,PM,Sunday,Weekend,Dinner
51,2,112,1,20230101,2023-01-01,1,1,2023,52,1,184828,18:48:28,18,48,28,PM,Sunday,Weekend,Dinner
52,1,109,1,20230101,2023-01-01,1,1,2023,52,1,185302,18:53:02,18,53,2,PM,Sunday,Weekend,Dinner
52,2,122,1,20230101,2023-01-01,1,1,2023,52,1,185302,18:53:02,18,53,2,PM,Sunday,Weekend,Dinner
52,3,129,1,20230101,2023-01-01,1,1,2023,52,1,185302,18:53:02,18,53,2,PM,Sunday,Weekend,Dinner
53,1,112,1,20230101,2023-01-01,1,1,2023,52,1,185417,18:54:17,18,54,17,PM,Sunday,Weekend,Dinner
53,2,123,1,20230101,2023-01-01,1,1,2023,52,1,185417,18:54:17,18,54,17,PM,Sunday,Weekend,Dinner
54,1,106,1,20230101,2023-01-01,1,1,2023,52,1,190145,19:01:45,19,1,45,PM,Sunday,Weekend,Dinner
54,2,119,1,20230101,2023-01-01,1,1,2023,52,1,190145,19:01:45,19,1,45,PM,Sunday,Weekend,Dinner
55,1,118,1,20230101,2023-01-01,1,1,2023,52,1,190319,19:03:19,19,3,19,PM,Sunday,Weekend,Dinner
55,2,122,1,20230101,2023-01-01,1,1,2023,52,1,190319,19:03:19,19,3,19,PM,Sunday,Weekend,Dinner
56,1,105,1,20230101,2023-01-01,1,1,2023,52,1,190700,19:07:00,19,7,0,PM,Sunday,Weekend,Dinner
56,2,108,1,20230101,2023-01-01,1,1,2023,52,1,190700,19:07:00,19,7,0,PM,Sunday,Weekend,Dinner
56,3,128,1,20230101,2023-01-01,1,1,2023,52,1,190700,19:07:00,19,7,0,PM,Sunday,Weekend,Dinner
57,1,108,1,20230101,2023-01-01,1,1,2023,52,1,191051,19:10:51,19,10,51,PM,Sunday,Weekend,Dinner
58,1,113,1,20230101,2023-01-01,1,1,2023,52,1,193040,19:30:40,19,30,40,PM,Sunday,Weekend,Dinner
58,2,124,1,20230101,2023-01-01,1,1,2023,52,1,193040,19:30:40,19,30,40,PM,Sunday,Weekend,Dinner
59,1,112,1,20230101,2023-01-01,1,1,2023,52,1,194008,19:40:08,19,40,8,PM,Sunday,Weekend,Dinner
59,2,113,1,20230101,2023-01-01,1,1,2023,52,1,194008,19:40:08,19,40,8,PM,Sunday,Weekend,Dinner
59,3,127,1,20230101,2023-01-01,1,1,2023,52,1,194008,19:40:08,19,40,8,PM,Sunday,Weekend,Dinner
60,1,104,1,20230101,2023-01-01,1,1,2023,52,1,200516,20:05:16,20,5,16,PM,Sunday,Weekend,Evening Snack
60,2,125,1,20230101,2023-01-01,1,1,2023,52,1,200516,20:05:16,20,5,16,PM,Sunday,Weekend,Evening Snack
61,1,101,1,20230101,2023-01-01,1,1,2023,52,1,200843,20:08:43,20,8,43,PM,Sunday,Weekend,Evening Snack
61,2,117,1,20230101,2023-01-01,1,1,2023,52,1,200843,20:08:43,20,8,43,PM,Sunday,Weekend,Evening Snack
62,1,101,1,20230101,2023-01-01,1,1,2023,52,1,205016,20:50:16,20,50,16,PM,Sunday,Weekend,Evening Snack
62,2,123,1,20230101,2023-01-01,1,1,2023,52,1,205016,20:50:16,20,50,16,PM,Sunday,Weekend,Evening Snack
63,1,112,1,20230101,2023-01-01,1,1,2023,52,1,205142,20:51:42,20,51,42,PM,Sunday,Weekend,Evening Snack
64,1,107,1,20230101,2023-01-01,1,1,2023,52,1,205208,20:52:08,20,52,8,PM,Sunday,Weekend,Evening Snack
65,1,112,1,20230101,2023-01-01,1,1,2023,52,1,211600,21:16:00,21,16,0,PM,Sunday,Weekend,Evening Snack
65,2,120,1,20230101,2023-01-01,1,1,2023,52,1,211600,21:16:00,21,16,0,PM,Sunday,Weekend,Evening Snack
65,3,122,1,20230101,2023-01-01,1,1,2023,52,1,211600,21:16:00,21,16,0,PM,Sunday,Weekend,Evening Snack
65,4,123,1,20230101,2023-01-01,1,1,2023,52,1,211600,21:16:00,21,16,0,PM,Sunday,Weekend,Evening Snack
66,1,108,1,20230101,2023-01-01,1,1,2023,52,1,214755,21:47:55,21,47,55,PM,Sunday,Weekend,Evening Snack
66,2,110,1,20230101,2023-01-01,1,1,2023,52,1,214755,21:47:55,21,47,55,PM,Sunday,Weekend,Evening Snack
67,1,105,1,20230101,2023-01-01,1,1,2023,52,1,220340,22:03:40,22,3,40,PM,Sunday,Weekend,Evening Snack
68,1,108,1,20230101,2023-01-01,1,1,2023,52,1,220732,22:07:32,22,7,32,PM,Sunday,Weekend,Evening Snack
68,2,117,2,20230101,2023-01-01,1,1,2023,52,1,220732,22:07:32,22,7,32,PM,Sunday,Weekend,Evening Snack
69,1,101,1,20230101,2023-01-01,1,1,2023,52,1,221213,22:12:13,22,12,13,PM,Sunday,Weekend,Evening Snack
70,1,121,1,20230102,2023-01-02,2,1,2023,1,1,113851,11:38:51,11,38,51,AM,Monday,Weekday,Brunch
70,2,127,1,20230102,2023-01-02,2,1,2023,1,1,113851,11:38:51,11,38,51,AM,Monday,Weekday,Brunch
71,1,106,1,20230102,2023-01-02,2,1,2023,1,1,114050,11:40:50,11,40,50,AM,Monday,Weekday,Brunch
72,1,131,1,20230102,2023-01-02,2,1,2023,1,1,115725,11:57:25,11,57,25,AM,Monday,Weekday,Brunch
73,1,106,1,20230102,2023-01-02,2,1,2023,1,1,115856,11:58:56,11,58,56,AM,Monday,Weekday,Brunch
74,1,123,1,20230102,2023-01-02,2,1,2023,1,1,120112,12:01:12,12,1,12,PM,Monday,Weekday,Lunch
74,2,124,1,20230102,2023-01-02,2,1,2023,1,1,120112,12:01:12,12,1,12,PM,Monday,Weekday,Lunch
74,3,129,1,20230102,2023-01-02,2,1,2023,1,1,120112,12:01:12,12,1,12,PM,Monday,Weekday,Lunch
74,4,130,1,20230102,2023-01-02,2,1,2023,1,1,120112,12:01:12,12,1,12,PM,Monday,Weekday,Lunch
75,1,111,1,20230102,2023-01-02,2,1,2023,1,1,121015,12:10:15,12,10,15,PM,Monday,Weekday,Lunch
75,2,117,1,20230102,2023-01-02,2,1,2023,1,1,121015,12:10:15,12,10,15,PM,Monday,Weekday,Lunch
75,3,128,1,20230102,2023-01-02,2,1,2023,1,1,121015,12:10:15,12,10,15,PM,Monday,Weekday,Lunch
76,1,107,1,20230102,2023-01-02,2,1,2023,1,1,122117,12:21:17,12,21,17,PM,Monday,Weekday,Lunch
76,2,109,1,20230102,2023-01-02,2,1,2023,1,1,122117,12:21:17,12,21,17,PM,Monday,Weekday,Lunch
76,3,122,1,20230102,2023-01-02,2,1,2023,1,1,122117,12:21:17,12,21,17,PM,Monday,Weekday,Lunch
76,4,127,1,20230102,2023-01-02,2,1,2023,1,1,122117,12:21:17,12,21,17,PM,Monday,Weekday,Lunch
77,1,101,1,20230102,2023-01-02,2,1,2023,1,1,122246,12:22:46,12,22,46,PM,Monday,Weekday,Lunch
77,2,109,1,20230102,2023-01-02,2,1,2023,1,1,122246,12:22:46,12,22,46,PM,Monday,Weekday,Lunch
78,1,106,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
78,2,107,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
78,3,108,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
78,4,110,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
78,5,122,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
78,6,125,1,20230102,2023-01-02,2,1,2023,1,1,122814,12:28:14,12,28,14,PM,Monday,Weekday,Lunch
79,1,106,1,20230102,2023-01-02,2,1,2023,1,1,122911,12:29:11,12,29,11,PM,Monday,Weekday,Lunch
79,2,110,1,20230102,2023-01-02,2,1,2023,1,1,122911,12:29:11,12,29,11,PM,Monday,Weekday,Lunch
79,3,112,1,20230102,2023-01-02,2,1,2023,1,1,122911,12:29:11,12,29,11,PM,Monday,Weekday,Lunch
80,1,106,1,20230102,2023-01-02,2,1,2023,1,1,123538,12:35:38,12,35,38,PM,Monday,Weekday,Lunch
80,2,113,1,20230102,2023-01-02,2,1,2023,1,1,123538,12:35:38,12,35,38,PM,Monday,Weekday,Lunch
81,1,106,1,20230102,2023-01-02,2,1,2023,1,1,124001,12:40:01,12,40,1,PM,Monday,Weekday,Lunch
82,1,102,1,20230102,2023-01-02,2,1,2023,1,1,124551,12:45:51,12,45,51,PM,Monday,Weekday,Lunch
82,2,107,1,20230102,2023-01-02,2,1,2023,1,1,124551,12:45:51,12,45,51,PM,Monday,Weekday,Lunch
82,3,122,1,20230102,2023-01-02,2,1,2023,1,1,124551,12:45:51,12,45,51,PM,Monday,Weekday,Lunch
82,4,132,1,20230102,2023-01-02,2,1,2023,1,1,124551,12:45:51,12,45,51,PM,Monday,Weekday,Lunch
83,1,105,1,20230102,2023-01-02,2,1,2023,1,1,125327,12:53:27,12,53,27,PM,Monday,Weekday,Lunch
84,1,113,1,20230102,2023-01-02,2,1,2023,1,1,131341,13:13:41,13,13,41,PM,Monday,Weekday,Lunch
85,1,108,2,20230102,2023-01-02,2,1,2023,1,1,133449,13:34:49,13,34,49,PM,Monday,Weekday,Lunch
85,2,114,1,20230102,2023-01-02,2,1,2023,1,1,133449,13:34:49,13,34,49,PM,Monday,Weekday,Lunch
85,3,117,1,20230102,2023-01-02,2,1,2023,1,1,133449,13:34:49,13,34,49,PM,Monday,Weekday,Lunch
86,1,109,1,20230102,2023-01-02,2,1,2023,1,1,134031,13:40:31,13,40,31,PM,Monday,Weekday,Lunch
87,1,110,1,20230102,2023-01-02,2,1,2023,1,1,140102,14:01:02,14,1,2,PM,Monday,Weekday,Afternoon Snack
87,2,123,2,20230102,2023-01-02,2,1,2023,1,1,140102,14:01:02,14,1,2,PM,Monday,Weekday,Afternoon Snack
87,3,129,1,20230102,2023-01-02,2,1,2023,1,1,140102,14:01:02,14,1,2,PM,Monday,Weekday,Afternoon Snack
88,1,124,1,20230102,2023-01-02,2,1,2023,1,1,141008,14:10:08,14,10,8,PM,Monday,Weekday,Afternoon Snack
89,1,106,1,20230102,2023-01-02,2,1,2023,1,1,143019,14:30:19,14,30,19,PM,Monday,Weekday,Afternoon Snack
89,2,121,1,20230102,2023-01-02,2,1,2023,1,1,143019,14:30:19,14,30,19,PM,Monday,Weekday,Afternoon Snack
90,1,106,1,20230102,2023-01-02,2,1,2023,1,1,150848,15:08:48,15,8,48,PM,Monday,Weekday,Afternoon Snack
90,2,120,1,20230102,2023-01-02,2,1,2023,1,1,150848,15:08:48,15,8,48,PM,Monday,Weekday,Afternoon Snack
91,1,101,1,20230102,2023-01-02,2,1,2023,1,1,151443,15:14:43,15,14,43,PM,Monday,Weekday,Afternoon Snack
91,2,104,1,20230102,2023-01-02,2,1,2023,1,1,151443,15:14:43,15,14,43,PM,Monday,Weekday,Afternoon Snack
91,3,113,1,20230102,2023-01-02,2,1,2023,1,1,151443,15:14:43,15,14,43,PM,Monday,Weekday,Afternoon Snack
92,1,101,1,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
92,2,113,1,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
92,3,114,1,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
92,4,117,2,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
92,5,118,1,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
92,6,123,1,20230102,2023-01-02,2,1,2023,1,1,151702,15:17:02,15,17,2,PM,Monday,Weekday,Afternoon Snack
