order_id,order_details_id,order_date_id,order_time_id,menu_item_id,quantity
65,3,20230101,211600,122,1
65,4,20230101,211600,123,1
66,1,20230101,214755,108,1
66,2,20230101,214755,110,1
67,1,20230101,220340,105,1
68,1,20230101,220732,108,1
68,2,20230101,220732,117,2
69,1,20230101,221213,101,1
70,1,20230102,113851,121,1
70,2,20230102,113851,127,1
71,1,20230102,114050,106,1
72,1,20230102,115725,131,1
73,1,20230102,115856,106,1
74,1,20230102,120112,123,1
74,2,20230102,120112,124,1
74,3,20230102,120112,129,1
74,4,20230102,120112,130,1
75,1,20230102,121015,111,1
75,2,20230102,121015,117,1
75,3,20230102,121015,128,1
76,1,20230102,122117,107,1
76,2,20230102,122117,109,1
76,3,20230102,122117,122,1
76,4,20230102,122117,127,1
77,1,20230102,122246,101,1
77,2,20230102,122246,109,1
78,1,20230102,122814,106,1
78,2,20230102,122814,107,1
78,3,20230102,122814,108,1
78,4,20230102,122814,110,1
78,5,20230102,122814,122,1
78,6,20230102,122814,125,1
79,1,20230102,122911,106,1
79,2,20230102,122911,110,1
79,3,20230102,122911,112,1
80,1,20230102,123538,106,1
80,2,20230102,123538,113,1
81,1,20230102,124001,106,1
82,1,20230102,124551,102,1
82,2,20230102,124551,107,1
82,3,20230102,124551,122,1
82,4,20230102,124551,132,1
83,1,20230102,125327,105,1
84,1,20230102,131341,113,1
85,1,20230102,133449,108,2
85,2,20230102,133449,114,1
85,3,20230102,133449,117,1
86,1,20230102,134031,109,1
87,1,20230102,140102,110,1
87,2,20230102,140102,123,2
87,3,20230102,140102,129,1
88,1,20230102,141008,124,1
89,1,20230102,143019,106,1
89,2,20230102,143019,121,1
90,1,20230102,150848,106,1
90,2,20230102,150848,120,1
91,1,20230102,151443,101,1
91,2,20230102,151443,104,1
91,3,20230102,151443,113,1
92,1,20230102,151702,101,1
92,2,20230102,151702,113,1
92,3,20230102,151702,114,1
92,4,20230102,151702,117,2
92,5,20230102,151702,118,1
92,6,20230102,151702,123,1
92,7,20230102,151702,127,1
92,8,20230102,151702,131,1
93,1,20230102,152931,120,1
94,1,20230102,161716,105,1
94,2,20230102,161716,110,1
95,1,20230102,161804,111,1
95,2,20230102,161804,118,1
96,1,20230102,162120,111,1
97,1,20230102,164533,107,1
98,1,20230102,171818,108,1
98,2,20230102,171818,111,1
99,1,20230102,174542,117,1
100,1,20230102,174617,109,1
101,1,20230102,175133,102,1
101,2,20230102,175133,113,1
101,3,20230102,175133,121,1
101,4,20230102,175133,122,1
102,1,20230102,175404,101,1
102,2,20230102,175404,119,1
103,1,20230102,180209,123,1
104,1,20230102,180212,101,1
104,2,20230102,180212,103,1
104,3,20230102,180212,127,1
104,4,20230102,180212,132,1
105,1,20230102,181201,109,1
105,2,20230102,181201,113,1
105,3,20230102,181201,119,1
106,1,20230102,181213,122,1
106,2,20230102,181213,129,1
107,1,20230102,182509,102,1
107,2,20230102,182509,117,1
107,3,20230102,182509,122,1
107,4,20230102,182509,132,1
108,1,20230102,182525,108,1
108,2,20230102,182525,109,1
108,3,20230102,182525,123,1
109,1,20230102,182750,110,1
109,2,20230102,182750,113,1
109,3,20230102,182750,117,1
109,4,20230102,182750,119,1
110,1,20230102,183619,107,1
110,2,20230102,183619,111,1
110,3,20230102,183619,121,1
110,4,20230102,183619,122,1
111,1,20230102,183801,102,1
111,2,20230102,183801,113,1
111,3,20230102,183801,124,1
111,4,20230102,183801,130,1
112,1,20230102,184140,113,1
113,1,20230102,185021,102,1
113,2,20230102,185021,105,1
113,3,20230102,185021,129,1
114,1,20230102,185932,113,1
114,2,20230102,185932,120,1
115,1,20230102,190517,106,1
115,2,20230102,190517,107,1
115,3,20230102,190517,111,1
116,1,20230102,191849,124,1
117,1,20230102,192302,118,1
117,2,20230102,192302,120,1
118,1,20230102,192659,119,1
118,2,20230102,192659,131,1
119,1,20230102,193229,125,1
120,1,20230102,193507,108,1
120,2,20230102,193507,109,1
120,3,20230102,193507,131,1
121,1,20230102,193848,101,1
121,2,20230102,193848,105,1
121,3,20230102,193848,120,1
121,4,20230102,193848,125,1
122,1,20230102,195019,117,1
123,1,20230102,201209,110,1
124,1,20230102,201234,101,1
124,2,20230102,201234,114,1
124,3,20230102,201234,120,1
124,4,20230102,201234,122,1
126,1,20230102,205342,132,1
127,1,20230102,205823,113,1
128,1,20230102,210506,122,1
129,1,20230102,211302,107,1
129,2,20230102,211302,114,1
130,1,20230102,211455,105,1
130,2,20230102,211455,109,1
130,3,20230102,211455,110,1
130,4,20230102,211455,129,1
131,1,20230102,213310,104,1
131,2,20230102,213310,123,1
131,3,20230102,213310,124,1
131,4,20230102,213310,126,1
132,1,20230102,214245,113,1
133,1,20230102,220017,101,1
133,2,20230102,220017,109,1
133,3,20230102,220017,114,1
134,1,20230102,221324,105,1
134,2,20230102,221324,107,1
134,3,20230102,221324,123,1
135,1,20230102,222934,132,1
136,1,20230102,223249,118,1
136,2,20230102,223249,124,1
137,1,20230103,113410,113,1
137,2,20230103,113410,122,1
137,3,20230103,113410,128,1
138,1,20230103,114450,102,1
138,2,20230103,114450,120,1
138,3,20230103,114450,125,1
138,4,20230103,114450,127,1
139,1,20230103,115739,124,1
140,1,20230103,122644,119,1
140,2,20230103,122644,132,1
141,1,20230103,131601,108,1
142,1,20230103,133359,126,1
143,1,20230103,134136,102,1
143,2,20230103,134136,106,1
143,3,20230103,134136,108,1
143,4,20230103,134136,109,1
143,5,20230103,134136,113,1
143,6,20230103,134136,119,1
143,7,20230103,134136,129,1
143,8,20230103,134136,132,1
144,1,20230103,134428,101,1
144,2,20230103,134428,102,1
144,3,20230103,134428,104,1
144,4,20230103,134428,105,2
144,5,20230103,134428,106,1
144,6,20230103,134428,107,1
144,7,20230103,134428,112,1
144,8,20230103,134428,122,1
144,9,20230103,134428,124,1
144,10,20230103,134428,125,1
144,11,20230103,134428,132,1
145,1,20230103,135348,114,1
146,1,20230103,142210,102,1
146,2,20230103,142210,109,1
146,3,20230103,142210,125,1
148,1,20230103,144042,128,1
149,1,20230103,144845,131,1
150,1,20230103,144958,113,1
151,1,20230103,150934,105,1
151,2,20230103,150934,123,1
152,1,20230103,150942,106,1
152,2,20230103,150942,109,1
152,3,20230103,150942,114,1
152,4,20230103,150942,131,1
153,1,20230103,151634,129,1
154,1,20230103,152243,119,1
155,1,20230103,152859,104,1
155,2,20230103,152859,111,1
155,3,20230103,152859,113,1
155,4,20230103,152859,118,1
156,1,20230103,154219,106,1
156,2,20230103,154219,111,1
157,1,20230103,154303,117,1
157,2,20230103,154303,120,1
157,3,20230103,154303,128,1
157,4,20230103,154303,130,1
158,1,20230103,155430,106,1
158,2,20230103,155430,127,1
159,1,20230103,155922,106,1
159,2,20230103,155922,125,1
160,1,20230103,163533,108,1
161,1,20230103,164346,109,1
161,2,20230103,164346,122,1
162,1,20230103,165122,107,1
163,1,20230103,165454,109,1
163,2,20230103,165454,113,1
163,3,20230103,165454,114,1
164,1,20230103,165633,102,1
164,2,20230103,165633,113,1
165,1,20230103,165737,119,1
166,1,20230103,165851,119,1
167,1,20230103,170049,101,1
167,2,20230103,170049,113,1
167,3,20230103,170049,117,1
168,1,20230103,170227,107,1
168,2,20230103,170227,132,1
169,1,20230103,171548,110,1
169,2,20230103,171548,120,1
169,3,20230103,171548,125,1
170,1,20230103,172131,109,1
171,1,20230103,172303,111,1
172,1,20230103,172924,106,1
172,2,20230103,172924,111,1
172,3,20230103,172924,123,1
173,1,20230103,173530,102,1
173,2,20230103,173530,108,1
173,3,20230103,173530,132,1
174,1,20230103,173749,102,2
174,2,20230103,173749,107,1
174,3,20230103,173749,110,1
175,1,20230103,175051,117,1
176,1,20230103,175157,102,1
176,2,20230103,175157,118,1
177,1,20230103,175436,106,1
177,2,20230103,175436,111,1
178,1,20230103,181503,118,1
179,1,20230103,182014,109,1
179,2,20230103,182014,120,1
179,3,20230103,182014,132,1
180,1,20230103,183334,108,1
180,2,20230103,183334,119,1
181,1,20230103,184932,129,1
182,1,20230103,185010,115,1
182,2,20230103,185010,118,1
183,1,20230103,185455,111,1
183,2,20230103,185455,130,2
184,1,20230103,185905,109,1
185,1,20230103,190833,120,1
185,2,20230103,190833,130,1
186,1,20230103,193600,105,1
186,2,20230103,193600,106,1
186,3,20230103,193600,129,1
186,4,20230103,193600,130,1
187,1,20230103,193712,124,1
187,2,20230103,193712,130,1
188,1,20230103,200839,113,1
188,2,20230103,200839,118,1
188,3,20230103,200839,124,1
189,1,20230103,201214,106,1
189,2,20230103,201214,107,1
190,1,20230103,201423,101,1
190,2,20230103,201423,112,1
190,3,20230103,201423,119,1
190,4,20230103,201423,125,1
191,1,20230103,202450,102,1
191,2,20230103,202450,103,1
192,1,20230103,203008,105,1
192,2,20230103,203008,120,1
193,1,20230103,205547,102,1
193,2,20230103,205547,103,1
193,3,20230103,205547,107,1
194,1,20230103,212124,101,1
195,1,20230103,212520,101,1
196,1,20230103,214014,120,1
196,2,20230103,214014,122,1
196,3,20230103,214014,132,1
197,1,20230103,214748,110,1
197,2,20230103,214748,121,1
197,3,20230103,214748,125,1
197,4,20230103,214748,127,1
198,1,20230103,215542,103,1
198,2,20230103,215542,107,1
199,1,20230103,221038,103,1
201,1,20230103,222959,104,1
201,2,20230103,222959,116,1
201,3,20230103,222959,117,1
202,1,20230103,225029,102,1
203,1,20230104,113048,102,1
203,2,20230104,113048,112,1
203,3,20230104,113048,114,1
203,4,20230104,113048,127,1
204,1,20230104,113625,122,1
205,1,20230104,114354,102,1
205,2,20230104,114354,103,1
205,3,20230104,114354,119,1
206,1,20230104,114510,111,1
206,2,20230104,114510,113,1
206,3,20230104,114510,122,1
207,1,20230104,120358,122,1
208,1,20230104,121205,101,2
208,2,20230104,121205,103,1
208,3,20230104,121205,113,1
208,4,20230104,121205,114,1
209,1,20230104,122917,102,1
210,1,20230104,123413,131,1
211,1,20230104,125420,113,1
212,1,20230104,131603,110,1
213,1,20230104,132039,125,1
214,1,20230104,133916,110,1
214,2,20230104,133916,117,1
214,3,20230104,133916,129,1
214,4,20230104,133916,130,1
215,1,20230104,134449,126,1
216,1,20230104,143156,101,1
216,2,20230104,143156,109,1
216,3,20230104,143156,124,1
217,1,20230104,143503,108,1
217,2,20230104,143503,131,1
218,1,20230104,143511,122,1
219,1,20230104,144201,101,1
219,2,20230104,144201,118,1
219,3,20230104,144201,124,1
219,4,20230104,144201,131,1
220,1,20230104,153159,109,1
220,2,20230104,153159,110,1
220,3,20230104,153159,111,1
220,4,20230104,153159,122,1
221,1,20230104,153318,114,1
221,2,20230104,153318,119,1
221,3,20230104,153318,124,1
222,1,20230104,154638,120,1
222,2,20230104,154638,125,1
223,1,20230104,160820,112,1
224,1,20230104,163958,103,1
224,2,20230104,163958,106,1
224,3,20230104,163958,111,1
224,4,20230104,163958,117,1
225,1,20230104,164148,101,2
225,2,20230104,164148,105,1
226,1,20230104,165939,108,1
227,1,20230104,172439,101,1
227,2,20230104,172439,114,1
228,1,20230104,173124,127,1
229,1,20230104,173757,119,1
229,2,20230104,173757,127,1
229,3,20230104,173757,130,1
230,1,20230104,175838,106,1
231,1,20230104,180418,102,1
231,2,20230104,180418,111,1
231,3,20230104,180418,119,1
232,1,20230104,182159,101,1
232,2,20230104,182159,123,1
233,1,20230104,182651,131,1
234,1,20230104,183609,103,1
234,2,20230104,183609,111,1
234,3,20230104,183609,117,1
235,1,20230104,185130,102,1
236,1,20230104,192104,108,1
236,2,20230104,192104,126,1
237,1,20230104,192748,126,1
238,1,20230104,194515,130,1
239,1,20230104,195752,106,1
239,2,20230104,195752,117,1
240,1,20230104,201024,125,1
241,1,20230104,201125,120,1
241,2,20230104,201125,123,1
242,1,20230104,201529,106,1
242,2,20230104,201529,116,1
242,3,20230104,201529,132,1
243,1,20230104,202617,108,1
243,2,20230104,202617,123,1
244,1,20230104,202622,117,1
244,2,20230104,202622,122,1
245,1,20230104,202841,101,1
245,2,20230104,202841,104,1
246,1,20230104,203048,103,1
246,2,20230104,203048,113,1
247,1,20230104,205529,109,1
247,2,20230104,205529,120,1
247,3,20230104,205529,123,1
248,1,20230104,205819,106,1
248,2,20230104,205819,109,1
249,1,20230104,210616,101,1
249,2,20230104,210616,116,1
250,1,20230104,210705,125,1
251,1,20230104,211005,129,1
252,1,20230104,221315,119,1
253,1,20230104,221618,115,1
254,1,20230104,222213,101,1
254,2,20230104,222213,115,1
254,3,20230104,222213,124,1
255,1,20230105,112335,109,1
255,2,20230105,112335,124,1
255,3,20230105,112335,126,1
255,4,20230105,112335,131,1
256,1,20230105,115606,112,1
257,1,20230105,115904,102,1
257,2,20230105,115904,103,1
258,1,20230105,115923,108,1
259,1,20230105,120425,113,1
260,1,20230105,120627,114,1
260,2,20230105,120627,124,1
261,1,20230105,123829,115,1
262,1,20230105,124201,102,1
263,1,20230105,125722,130,1
264,1,20230105,130359,129,1
265,1,20230105,130442,103,1
265,2,20230105,130442,120,1
265,3,20230105,130442,122,1
265,4,20230105,130442,129,1
266,1,20230105,130929,118,1
267,1,20230105,133750,111,1
267,2,20230105,133750,125,1
267,3,20230105,133750,128,1
268,1,20230105,134046,113,1
268,2,20230105,134046,117,1
269,1,20230105,134934,103,1
270,1,20230105,140902,105,1
270,2,20230105,140902,106,1
270,3,20230105,140902,130,1
271,1,20230105,142219,102,1
271,2,20230105,142219,103,1
271,3,20230105,142219,104,1
271,4,20230105,142219,105,1
271,5,20230105,142219,107,1
271,6,20230105,142219,108,1
271,7,20230105,142219,114,1
271,8,20230105,142219,117,1
271,9,20230105,142219,120,1
271,10,20230105,142219,121,1
272,1,20230105,142405,117,1
273,1,20230105,142800,121,1
274,1,20230105,143633,106,1
274,2,20230105,143633,125,1
275,1,20230105,143814,108,1
275,2,20230105,143814,113,1
275,3,20230105,143814,120,1
275,4,20230105,143814,124,1
276,1,20230105,151818,122,1
276,2,20230105,151818,124,1
277,1,20230105,154150,125,1
278,1,20230105,154921,105,1
278,2,20230105,154921,127,1
279,1,20230105,160703,102,1
279,2,20230105,160703,103,1
280,1,20230105,162023,119,1
280,2,20230105,162023,132,1
281,1,20230105,163348,120,1
282,1,20230105,164938,108,1
282,2,20230105,164938,118,1
282,3,20230105,164938,124,1
282,4,20230105,164938,130,1
283,1,20230105,165143,111,1
284,1,20230105,165816,109,1
284,2,20230105,165816,111,1
284,3,20230105,165816,125,1
285,1,20230105,165838,119,1
286,1,20230105,170123,117,1
286,2,20230105,170123,118,1
287,1,20230105,173009,112,1
287,2,20230105,173009,113,1
287,3,20230105,173009,117,1
287,4,20230105,173009,120,1
288,1,20230105,173244,115,1
288,2,20230105,173244,119,1
288,3,20230105,173244,123,1
289,1,20230105,173623,124,1
290,1,20230105,174116,108,1
290,2,20230105,174116,132,1
291,1,20230105,174439,101,1
291,2,20230105,174439,103,1
291,3,20230105,174439,125,1
292,1,20230105,174859,130,1
292,2,20230105,174859,131,1
293,1,20230105,175838,108,1
293,2,20230105,175838,127,1
294,1,20230105,181635,101,1
294,2,20230105,181635,106,1
294,3,20230105,181635,117,1
295,1,20230105,182012,102,1
296,1,20230105,184654,106,1
296,2,20230105,184654,110,1
296,3,20230105,184654,126,1
297,1,20230105,190218,105,1
298,1,20230105,191036,102,2
298,2,20230105,191036,103,1
298,3,20230105,191036,108,1
299,1,20230105,193431,108,1
299,2,20230105,193431,131,1
300,1,20230105,194254,107,1
300,2,20230105,194254,110,1
300,3,20230105,194254,123,1
300,4,20230105,194254,127,1
301,1,20230105,194558,111,1
302,1,20230105,195737,118,1
303,1,20230105,200251,107,1
303,2,20230105,200251,110,1
303,3,20230105,200251,113,1
304,1,20230105,200758,109,1
304,2,20230105,200758,129,1
305,1,20230105,203540,113,1
305,2,20230105,203540,120,1
305,3,20230105,203540,122,1
306,1,20230105,203740,107,1
306,2,20230105,203740,109,1
306,3,20230105,203740,111,1
307,1,20230105,214538,106,1
307,2,20230105,214538,108,1
308,1,20230105,215946,106,1
308,2,20230105,215946,109,1
308,3,20230105,215946,112,1
309,1,20230106,113906,118,1
309,2,20230106,113906,124,1
310,1,20230106,114048,106,1
310,2,20230106,114048,109,1
311,1,20230106,115727,120,1
312,1,20230106,120521,103,1
312,2,20230106,120521,107,1
312,3,20230106,120521,115,1
312,4,20230106,120521,120,1
313,1,20230106,120909,108,1
314,1,20230106,121158,109,1
314,2,20230106,121158,116,1
314,3,20230106,121158,124,1
314,4,20230106,121158,126,1
314,5,20230106,121158,132,1
315,1,20230106,121740,108,1
316,1,20230106,122934,109,1
316,2,20230106,122934,117,1
317,1,20230106,123100,102,1
317,2,20230106,123100,108,1
317,3,20230106,123100,109,1
317,4,20230106,123100,112,1
317,5,20230106,123100,119,1
317,6,20230106,123100,125,1
317,7,20230106,123100,131,1
318,1,20230106,124514,110,1
318,2,20230106,124514,121,1
318,3,20230106,124514,122,1
318,4,20230106,124514,129,1
319,1,20230106,124622,117,1
320,1,20230106,124640,102,1
320,2,20230106,124640,104,1
321,1,20230106,125621,117,1
322,1,20230106,130213,102,1
322,2,20230106,130213,104,1
322,3,20230106,130213,106,1
322,4,20230106,130213,108,1
323,1,20230106,130533,108,1
324,1,20230106,130644,124,1
325,1,20230106,130732,108,1
325,2,20230106,130732,132,1
326,1,20230106,131013,102,1
326,2,20230106,131013,123,1
327,1,20230106,131054,108,1
328,1,20230106,131635,128,1
329,1,20230106,132244,122,1
329,2,20230106,132244,123,1
330,1,20230106,132711,103,1
330,2,20230106,132711,107,1
330,3,20230106,132711,108,2
330,4,20230106,132711,109,1
330,5,20230106,132711,112,1
330,6,20230106,132711,114,1
330,7,20230106,132711,118,1
330,8,20230106,132711,120,1
330,9,20230106,132711,122,2
330,10,20230106,132711,124,1
330,11,20230106,132711,125,1
330,12,20230106,132711,131,1
331,1,20230106,134330,119,1
332,1,20230106,141201,105,1
332,2,20230106,141201,106,1
332,3,20230106,141201,120,1
333,1,20230106,141636,103,1
334,1,20230106,142418,105,1
334,2,20230106,142418,106,1
334,3,20230106,142418,113,1
334,4,20230106,142418,116,1
335,1,20230106,142447,128,1
336,1,20230106,145141,119,1
337,1,20230106,150312,109,1
337,2,20230106,150312,113,1
338,1,20230106,151826,106,1
338,2,20230106,151826,129,1
339,1,20230106,152513,122,1
340,1,20230106,153532,118,1
341,1,20230106,153547,101,1
341,2,20230106,153547,113,1
342,1,20230106,154412,105,1
342,2,20230106,154412,120,1
343,1,20230106,154537,124,1
343,2,20230106,154537,125,1
344,1,20230106,160111,110,1
345,1,20230106,160147,118,1
345,2,20230106,160147,131,1
346,1,20230106,163000,109,1
346,2,20230106,163000,110,1
346,3,20230106,163000,111,1
346,4,20230106,163000,126,1
347,1,20230106,163717,106,1
347,2,20230106,163717,131,1
347,3,20230106,163717,132,1
348,1,20230106,164912,106,2
348,2,20230106,164912,108,1
349,1,20230106,172558,113,1
350,1,20230106,173705,108,1
350,2,20230106,173705,113,1
350,3,20230106,173705,122,1
351,1,20230106,173729,107,1
351,2,20230106,173729,109,1
352,1,20230106,174548,107,1
352,2,20230106,174548,110,1
353,1,20230106,175948,101,1
353,2,20230106,175948,102,1
353,3,20230106,175948,119,1
354,1,20230106,180144,126,1
354,2,20230106,180144,132,1
355,1,20230106,181445,103,1
355,2,20230106,181445,117,1
356,1,20230106,181605,103,1
357,1,20230106,182758,102,1
357,2,20230106,182758,105,1
357,3,20230106,182758,131,1
358,1,20230106,183012,117,1
359,1,20230106,183308,106,1
359,2,20230106,183308,126,1
360,1,20230106,185038,101,1
360,2,20230106,185038,109,1
360,3,20230106,185038,126,1
361,1,20230106,191238,107,1
361,2,20230106,191238,110,1
362,1,20230106,191336,101,1
362,2,20230106,191336,129,1
363,1,20230106,192031,128,1
363,2,20230106,192031,129,1
364,1,20230106,192724,117,1
365,1,20230106,193726,113,1
365,2,20230106,193726,125,1
365,3,20230106,193726,128,1
366,1,20230106,200420,110,1
367,1,20230106,200512,109,1
367,2,20230106,200512,131,1
368,1,20230106,202816,106,1
368,2,20230106,202816,130,1
369,1,20230106,203006,131,1
370,1,20230106,210230,109,1
370,2,20230106,210230,125,1
371,1,20230106,211520,113,1
372,1,20230106,222659,131,1
373,1,20230107,114518,104,1
373,2,20230107,114518,108,1
373,3,20230107,114518,120,1
374,1,20230107,115559,103,1
374,2,20230107,115559,107,1
374,3,20230107,115559,118,1
375,1,20230107,115836,129,1
376,1,20230107,120117,132,1
377,1,20230107,120318,106,1
377,2,20230107,120318,109,1
378,1,20230107,121937,127,1
379,1,20230107,122537,106,1
380,1,20230107,123210,102,1
380,2,20230107,123210,116,1
381,1,20230107,123306,105,1
382,1,20230107,123307,106,1
382,2,20230107,123307,132,1
383,1,20230107,124359,122,1
384,1,20230107,125146,109,1
384,2,20230107,125146,110,1
384,3,20230107,125146,114,1
384,4,20230107,125146,128,1
385,1,20230107,125419,132,1
386,1,20230107,125816,106,1
386,2,20230107,125816,121,1
386,3,20230107,125816,127,1
387,1,20230107,130314,101,1
387,2,20230107,130314,104,1
387,3,20230107,130314,107,1
387,4,20230107,130314,113,1
387,5,20230107,130314,122,1
387,6,20230107,130314,124,1
387,7,20230107,130314,131,1
388,1,20230107,130456,101,1
388,2,20230107,130456,103,1
388,3,20230107,130456,128,1
388,4,20230107,130456,132,1
389,1,20230107,131017,130,1
390,1,20230107,131532,112,1
391,1,20230107,132531,114,1
392,1,20230107,133647,102,1
392,2,20230107,133647,107,1
392,3,20230107,133647,113,1
392,4,20230107,133647,116,1
392,5,20230107,133647,119,1
392,6,20230107,133647,120,1
392,7,20230107,133647,121,1
392,8,20230107,133647,122,1
393,1,20230107,134831,109,1
393,2,20230107,134831,126,1
394,1,20230107,140218,104,1
394,2,20230107,140218,106,1
394,3,20230107,140218,107,1
394,4,20230107,140218,109,2
394,5,20230107,140218,112,1
394,6,20230107,140218,113,2
394,7,20230107,140218,120,1
394,8,20230107,140218,122,1
394,9,20230107,140218,130,1
394,10,20230107,140218,132,1
395,1,20230107,141108,111,1
396,1,20230107,141221,131,1
397,1,20230107,143110,109,1
397,2,20230107,143110,113,1
397,3,20230107,143110,124,1
398,1,20230107,145626,113,1
399,1,20230107,154749,101,1
399,2,20230107,154749,102,1
399,3,20230107,154749,114,1
399,4,20230107,154749,125,1
400,1,20230107,160307,106,1
400,2,20230107,160307,113,1
401,1,20230107,160835,132,1
402,1,20230107,162446,117,1
402,2,20230107,162446,125,1
403,1,20230107,162610,101,1
403,2,20230107,162610,108,1
403,3,20230107,162610,119,1
404,1,20230107,163927,104,1
405,1,20230107,164416,120,1
406,1,20230107,165049,103,1
406,2,20230107,165049,108,1
406,3,20230107,165049,127,1
407,1,20230107,165642,102,1
407,2,20230107,165642,108,1
407,3,20230107,165642,113,1
408,1,20230107,170909,115,1
408,2,20230107,170909,118,1
409,1,20230107,171504,113,1
410,1,20230107,173349,107,1
410,2,20230107,173349,128,1
411,1,20230107,175809,105,1
411,2,20230107,175809,117,1
412,1,20230107,180746,115,1
412,2,20230107,180746,123,1
413,1,20230107,181132,114,1
414,1,20230107,181322,108,1
414,2,20230107,181322,117,1
414,3,20230107,181322,124,1
415,1,20230107,181623,102,1
416,1,20230107,181742,131,1
417,1,20230107,182440,113,1
418,1,20230107,184011,104,1
418,2,20230107,184011,120,1
419,1,20230107,190231,101,1
419,2,20230107,190231,109,1
